"country","year","sex","age","rate","generation","rating"
"Croatia",2005,"female","5-14 years",0,"Millenials",5.34215896064196
"Croatia",2006,"female","25-34 years",1.98,"Generation X",10.5607452667814
"Croatia",2008,"male","25-34 years",15.6,"Generation X",10.5607452667814
"Croatia",2009,"male","55-74 years",43.72,"Silent",18.4047711390636
"Croatia",2011,"female","15-24 years",3.09,"Millenials",5.34215896064196
"Croatia",2013,"male","35-54 years",31.66,"Generation X",10.5607452667814
"Croatia",2014,"male","75+ years",75.07,"Silent",18.4047711390636
"Cuba",1992,"male","35-54 years",30.16,"Boomers",14.7895159491412
"Cuba",1992,"female","35-54 years",20.03,"Boomers",14.7895159491412
"Cuba",1993,"male","15-24 years",14.62,"Generation X",10.5607452667814
"Cuba",1994,"female","55-74 years",32.59,"Silent",18.4047711390636
"Cuba",1994,"female","35-54 years",18,"Boomers",14.7895159491412
"Cuba",1997,"female","75+ years",25.76,"G.I. Generation",23.8284993949173
"Cuba",1997,"male","5-14 years",0.58,"Millenials",5.34215896064196
"Cuba",1998,"male","75+ years",123.49,"G.I. Generation",23.8284993949173
"Cuba",1999,"female","25-34 years",8.49,"Generation X",10.5607452667814
"Cuba",2001,"female","75+ years",16.29,"Silent",18.4047711390636
"Cuba",2001,"male","15-24 years",10.19,"Millenials",5.34215896064196
"Cuba",2001,"female","5-14 years",0.37,"Millenials",5.34215896064196
"Cuba",2002,"male","35-54 years",24.49,"Boomers",14.7895159491412
"Cuba",2002,"female","15-24 years",3.96,"Millenials",5.34215896064196
"Cuba",2003,"female","55-74 years",14.34,"Silent",18.4047711390636
"Cuba",2004,"male","55-74 years",39.13,"Silent",18.4047711390636
"Cuba",2004,"female","75+ years",13.98,"Silent",18.4047711390636
"Cuba",2005,"male","25-34 years",15.42,"Generation X",10.5607452667814
"Cuba",2005,"female","25-34 years",3.96,"Generation X",10.5607452667814
"Cuba",2007,"female","15-24 years",1.91,"Millenials",5.34215896064196
"Cuba",2009,"female","15-24 years",1.54,"Millenials",5.34215896064196
"Cuba",2012,"female","35-54 years",4.93,"Generation X",10.5607452667814
"Cuba",2012,"female","25-34 years",2.3,"Millenials",5.34215896064196
"Cuba",2013,"male","35-54 years",22.81,"Generation X",10.5607452667814
"Cuba",2013,"female","35-54 years",4.94,"Generation X",10.5607452667814
"Cuba",2013,"female","5-14 years",0.64,"Generation Z",0.635578544061303
"Cuba",2015,"female","15-24 years",2.44,"Millenials",5.34215896064196
"Cyprus",1999,"male","55-74 years",1.57,"Silent",18.4047711390636
"Cyprus",1999,"female","15-24 years",0,"Generation X",10.5607452667814
"Cyprus",1999,"female","5-14 years",0,"Millenials",5.34215896064196
"Cyprus",2000,"male","35-54 years",1.6,"Boomers",14.7895159491412
"Cyprus",2004,"female","25-34 years",1.85,"Generation X",10.5607452667814
"Cyprus",2004,"female","55-74 years",0,"Silent",18.4047711390636
"Cyprus",2005,"male","25-34 years",3.86,"Generation X",10.5607452667814
"Cyprus",2006,"male","75+ years",0,"Silent",18.4047711390636
"Cyprus",2007,"female","35-54 years",0.91,"Boomers",14.7895159491412
"Cyprus",2007,"female","75+ years",0,"Silent",18.4047711390636
"Cyprus",2008,"female","25-34 years",4.81,"Generation X",10.5607452667814
"Cyprus",2008,"female","5-14 years",0,"Generation Z",0.635578544061303
"Cyprus",2009,"male","15-24 years",7.56,"Millenials",5.34215896064196
"Cyprus",2010,"male","25-34 years",10.75,"Generation X",10.5607452667814
"Cyprus",2010,"female","35-54 years",3.36,"Generation X",10.5607452667814
"Cyprus",2010,"female","5-14 years",0,"Generation Z",0.635578544061303
"Cyprus",2011,"female","15-24 years",0,"Millenials",5.34215896064196
"Cyprus",2012,"female","5-14 years",0,"Generation Z",0.635578544061303
"Cyprus",2012,"female","55-74 years",0,"Boomers",14.7895159491412
"Cyprus",2012,"male","75+ years",0,"Silent",18.4047711390636
"Cyprus",2013,"male","55-74 years",12.21,"Boomers",14.7895159491412
"Cyprus",2014,"female","75+ years",0,"Silent",18.4047711390636
"Cyprus",2015,"female","15-24 years",1.72,"Millenials",5.34215896064196
"Cyprus",2015,"male","75+ years",0,"Silent",18.4047711390636
"Cyprus",2016,"male","25-34 years",2.93,"Millenials",5.34215896064196
"Cyprus",2016,"female","25-34 years",1.4,"Millenials",5.34215896064196
"Czech Republic",1990,"male","75+ years",110.49,"G.I. Generation",23.8284993949173
"Czech Republic",1993,"male","55-74 years",43.33,"Silent",18.4047711390636
"Czech Republic",1993,"female","35-54 years",10.73,"Boomers",14.7895159491412
"Czech Republic",1994,"male","5-14 years",1.57,"Millenials",5.34215896064196
"Czech Republic",1996,"male","15-24 years",16.25,"Generation X",10.5607452667814
"Czech Republic",1996,"female","35-54 years",7.84,"Boomers",14.7895159491412
"Czech Republic",2000,"female","15-24 years",3.27,"Generation X",10.5607452667814
"Czech Republic",2003,"male","35-54 years",39.69,"Boomers",14.7895159491412
"Czech Republic",2003,"male","55-74 years",32.34,"Silent",18.4047711390636
"Czech Republic",2003,"female","75+ years",18.34,"Silent",18.4047711390636
"Czech Republic",2004,"male","15-24 years",15.55,"Millenials",5.34215896064196
"Czech Republic",2004,"female","55-74 years",8.26,"Silent",18.4047711390636
"Czech Republic",2005,"male","55-74 years",34.77,"Silent",18.4047711390636
"Czech Republic",2006,"male","75+ years",56.24,"Silent",18.4047711390636
"Czech Republic",2006,"male","5-14 years",0.58,"Millenials",5.34215896064196
"Czech Republic",2007,"male","55-74 years",30.74,"Silent",18.4047711390636
"Czech Republic",2008,"female","55-74 years",6.76,"Silent",18.4047711390636
"Czech Republic",2009,"male","55-74 years",30.63,"Silent",18.4047711390636
"Czech Republic",2010,"female","75+ years",8.82,"Silent",18.4047711390636
"Czech Republic",2011,"male","55-74 years",36.8,"Boomers",14.7895159491412
"Czech Republic",2012,"female","35-54 years",6.39,"Generation X",10.5607452667814
"Czech Republic",2013,"female","25-34 years",4.11,"Millenials",5.34215896064196
"Czech Republic",2015,"female","75+ years",9.34,"Silent",18.4047711390636
"Czech Republic",2015,"female","25-34 years",2.86,"Millenials",5.34215896064196
"Czech Republic",2016,"male","35-54 years",23.86,"Generation X",10.5607452667814
"Denmark",1994,"male","15-24 years",10.25,"Generation X",10.5607452667814
"Denmark",1997,"female","75+ years",19.46,"G.I. Generation",23.8284993949173
"Denmark",1998,"male","55-74 years",25.22,"Silent",18.4047711390636
"Denmark",1999,"male","15-24 years",12.54,"Generation X",10.5607452667814
"Denmark",1999,"male","5-14 years",0.93,"Millenials",5.34215896064196
"Denmark",2000,"male","75+ years",52,"G.I. Generation",23.8284993949173
"Denmark",2000,"female","75+ years",17.54,"G.I. Generation",23.8284993949173
"Denmark",2000,"female","55-74 years",10.23,"Silent",18.4047711390636
"Denmark",2000,"female","25-34 years",4.11,"Generation X",10.5607452667814
"Denmark",2001,"female","75+ years",20.02,"Silent",18.4047711390636
"Denmark",2003,"male","35-54 years",26.27,"Boomers",14.7895159491412
"Denmark",2004,"female","5-14 years",0.6,"Millenials",5.34215896064196
"Denmark",2005,"male","35-54 years",20.22,"Boomers",14.7895159491412
"Denmark",2007,"male","75+ years",40.33,"Silent",18.4047711390636
"Denmark",2007,"female","75+ years",13.99,"Silent",18.4047711390636
"Denmark",2007,"female","15-24 years",1.96,"Millenials",5.34215896064196
"Denmark",2008,"female","5-14 years",0.6,"Generation Z",0.635578544061303
"Denmark",2010,"male","35-54 years",17.94,"Generation X",10.5607452667814
"Denmark",2011,"male","75+ years",30.6,"Silent",18.4047711390636
"Denmark",2011,"male","15-24 years",7.3,"Millenials",5.34215896064196
"Denmark",2012,"male","35-54 years",26.52,"Generation X",10.5607452667814
"Denmark",2012,"male","55-74 years",24.28,"Boomers",14.7895159491412
"Denmark",2012,"male","15-24 years",9.1,"Millenials",5.34215896064196
"Denmark",2013,"female","55-74 years",7.89,"Boomers",14.7895159491412
"Denmark",2014,"male","25-34 years",12.89,"Millenials",5.34215896064196
"Denmark",2015,"female","75+ years",12.63,"Silent",18.4047711390636
"Dominica",1985,"female","25-34 years",0,"Boomers",14.7895159491412
"Dominica",1985,"female","5-14 years",0,"Generation X",10.5607452667814
"Ecuador",1988,"female","5-14 years",0.38,"Generation X",10.5607452667814
"Ecuador",1989,"male","5-14 years",0.56,"Generation X",10.5607452667814
"Ecuador",1990,"male","25-34 years",11.29,"Boomers",14.7895159491412
"Ecuador",1990,"male","55-74 years",8.36,"G.I. Generation",23.8284993949173
"Ecuador",1991,"male","55-74 years",10.03,"Silent",18.4047711390636
"Ecuador",1991,"male","35-54 years",9.23,"Boomers",14.7895159491412
"Ecuador",1991,"male","25-34 years",8.71,"Boomers",14.7895159491412
"Ecuador",1992,"female","55-74 years",0.99,"Silent",18.4047711390636
"Ecuador",1993,"female","25-34 years",4.71,"Boomers",14.7895159491412
"Ecuador",1993,"female","35-54 years",3.23,"Boomers",14.7895159491412
"Ecuador",1994,"male","75+ years",11.92,"G.I. Generation",23.8284993949173
"Ecuador",1994,"female","55-74 years",0.69,"Silent",18.4047711390636
"Ecuador",1995,"male","25-34 years",10.71,"Generation X",10.5607452667814
"Ecuador",1996,"female","15-24 years",8.92,"Generation X",10.5607452667814
"Ecuador",1997,"male","75+ years",9.38,"G.I. Generation",23.8284993949173
"Ecuador",1997,"female","25-34 years",3.5,"Generation X",10.5607452667814
"Ecuador",1997,"female","35-54 years",2.1,"Boomers",14.7895159491412
"Ecuador",1998,"male","25-34 years",11.65,"Generation X",10.5607452667814
"Ecuador",1998,"male","5-14 years",0.98,"Millenials",5.34215896064196
"Ecuador",1999,"male","75+ years",12.41,"G.I. Generation",23.8284993949173
"Ecuador",1999,"female","75+ years",0.78,"G.I. Generation",23.8284993949173
"Ecuador",2000,"male","15-24 years",10.63,"Generation X",10.5607452667814
"Ecuador",2000,"female","55-74 years",1.69,"Silent",18.4047711390636
"Ecuador",2001,"male","25-34 years",9.84,"Generation X",10.5607452667814
"Ecuador",2001,"female","35-54 years",2.45,"Boomers",14.7895159491412
"Ecuador",2002,"male","35-54 years",8.24,"Boomers",14.7895159491412
"Ecuador",2003,"male","15-24 years",10.61,"Millenials",5.34215896064196
"Ecuador",2003,"female","15-24 years",9.46,"Millenials",5.34215896064196
"Ecuador",2003,"female","5-14 years",1.39,"Millenials",5.34215896064196
"Ecuador",2004,"male","35-54 years",9.81,"Boomers",14.7895159491412
"Ecuador",2005,"male","35-54 years",13.63,"Boomers",14.7895159491412
"Ecuador",2006,"male","35-54 years",11.17,"Boomers",14.7895159491412
"Ecuador",2007,"male","55-74 years",14.68,"Silent",18.4047711390636
"Ecuador",2008,"female","25-34 years",4.22,"Generation X",10.5607452667814
"Ecuador",2009,"male","75+ years",12.88,"Silent",18.4047711390636
"Ecuador",2010,"male","15-24 years",14.9,"Millenials",5.34215896064196
"Ecuador",2010,"female","25-34 years",5.11,"Generation X",10.5607452667814
"Ecuador",2010,"female","75+ years",2.99,"Silent",18.4047711390636
"Ecuador",2010,"female","5-14 years",1.22,"Generation Z",0.635578544061303
"Ecuador",2011,"male","35-54 years",9.54,"Generation X",10.5607452667814
"Ecuador",2011,"female","75+ years",1.92,"Silent",18.4047711390636
"Ecuador",2012,"male","55-74 years",11.28,"Boomers",14.7895159491412
"Ecuador",2014,"male","55-74 years",8.87,"Boomers",14.7895159491412
"Ecuador",2014,"female","25-34 years",2.61,"Millenials",5.34215896064196
"Ecuador",2015,"female","25-34 years",4.36,"Millenials",5.34215896064196
"Ecuador",2015,"female","35-54 years",2.45,"Generation X",10.5607452667814
"El Salvador",1990,"male","55-74 years",16.87,"G.I. Generation",23.8284993949173
"El Salvador",1990,"female","5-14 years",1.04,"Generation X",10.5607452667814
"El Salvador",1992,"male","55-74 years",18.15,"Silent",18.4047711390636
"El Salvador",1992,"male","5-14 years",0.86,"Millenials",5.34215896064196
"El Salvador",1993,"male","15-24 years",19.02,"Generation X",10.5607452667814
"El Salvador",1993,"female","25-34 years",7.4,"Boomers",14.7895159491412
"El Salvador",1993,"female","35-54 years",4.06,"Boomers",14.7895159491412
"El Salvador",1995,"male","25-34 years",33.15,"Generation X",10.5607452667814
"El Salvador",1995,"male","15-24 years",31.96,"Generation X",10.5607452667814
"El Salvador",1995,"female","75+ years",1.95,"G.I. Generation",23.8284993949173
"El Salvador",1996,"female","55-74 years",2.61,"Silent",18.4047711390636
"El Salvador",1999,"male","75+ years",18,"G.I. Generation",23.8284993949173
"El Salvador",2001,"female","35-54 years",4.85,"Boomers",14.7895159491412
"El Salvador",2002,"male","55-74 years",14.63,"Silent",18.4047711390636
"El Salvador",2003,"male","35-54 years",19.63,"Boomers",14.7895159491412
"El Salvador",2005,"male","5-14 years",0.54,"Millenials",5.34215896064196
"El Salvador",2006,"male","25-34 years",19.94,"Generation X",10.5607452667814
"El Salvador",2006,"male","15-24 years",16.06,"Millenials",5.34215896064196
"El Salvador",2007,"female","15-24 years",9.62,"Millenials",5.34215896064196
"El Salvador",2008,"male","15-24 years",18.49,"Millenials",5.34215896064196
"El Salvador",2008,"male","55-74 years",13.25,"Silent",18.4047711390636
"El Salvador",2008,"female","5-14 years",0.73,"Generation Z",0.635578544061303
"El Salvador",2009,"female","75+ years",2.17,"Silent",18.4047711390636
"El Salvador",2011,"male","15-24 years",19.11,"Millenials",5.34215896064196
"El Salvador",2011,"female","5-14 years",1.87,"Generation Z",0.635578544061303
"El Salvador",2012,"female","15-24 years",8.75,"Millenials",5.34215896064196
"El Salvador",2013,"male","35-54 years",22.25,"Generation X",10.5607452667814
"El Salvador",2013,"female","15-24 years",6.64,"Millenials",5.34215896064196
"El Salvador",2014,"male","15-24 years",8.03,"Millenials",5.34215896064196
"Estonia",1995,"male","75+ years",112.99,"G.I. Generation",23.8284993949173
"Estonia",1997,"female","15-24 years",6.28,"Generation X",10.5607452667814
"Estonia",1998,"female","75+ years",26.33,"G.I. Generation",23.8284993949173
"Estonia",1999,"male","35-54 years",83.69,"Boomers",14.7895159491412
"Estonia",1999,"female","15-24 years",7.24,"Generation X",10.5607452667814
"Estonia",2001,"male","75+ years",60.08,"Silent",18.4047711390636
"Estonia",2002,"male","15-24 years",33.03,"Millenials",5.34215896064196
"Estonia",2003,"male","55-74 years",59.37,"Silent",18.4047711390636
"Estonia",2004,"male","15-24 years",29.88,"Millenials",5.34215896064196
"Estonia",2005,"female","55-74 years",10.58,"Silent",18.4047711390636
"Estonia",2006,"male","55-74 years",47.95,"Silent",18.4047711390636
"Estonia",2007,"female","35-54 years",5.71,"Boomers",14.7895159491412
"Estonia",2007,"female","25-34 years",2.18,"Generation X",10.5607452667814
"Estonia",2008,"female","55-74 years",8.8,"Silent",18.4047711390636
"Estonia",2009,"female","15-24 years",2.24,"Millenials",5.34215896064196
"Estonia",2009,"female","5-14 years",0,"Generation Z",0.635578544061303
"Estonia",2010,"male","35-54 years",34,"Generation X",10.5607452667814
"Estonia",2011,"female","35-54 years",8.08,"Generation X",10.5607452667814
"Estonia",2011,"male","5-14 years",0,"Generation Z",0.635578544061303
"Estonia",2012,"male","55-74 years",47.98,"Boomers",14.7895159491412
"Estonia",2012,"female","35-54 years",3.8,"Generation X",10.5607452667814
"Estonia",2013,"female","35-54 years",7.15,"Generation X",10.5607452667814
"Estonia",2013,"female","15-24 years",2.72,"Millenials",5.34215896064196
"Estonia",2013,"female","25-34 years",2.19,"Millenials",5.34215896064196
"Estonia",2014,"male","25-34 years",39.81,"Millenials",5.34215896064196
"Estonia",2014,"female","25-34 years",8.68,"Millenials",5.34215896064196
"Estonia",2015,"female","75+ years",10.37,"Silent",18.4047711390636
"Estonia",2015,"female","25-34 years",2.16,"Millenials",5.34215896064196
"Fiji",2002,"male","15-24 years",10.69,"Millenials",5.34215896064196
"Fiji",2002,"female","35-54 years",3.27,"Boomers",14.7895159491412
"Fiji",2004,"male","15-24 years",3.68,"Millenials",5.34215896064196
"Fiji",2005,"male","35-54 years",8.71,"Boomers",14.7895159491412
"Fiji",2006,"male","35-54 years",5.8,"Boomers",14.7895159491412
"Fiji",2007,"female","15-24 years",1.32,"Millenials",5.34215896064196
"Fiji",2011,"female","25-34 years",1.43,"Millenials",5.34215896064196
"Fiji",2012,"female","75+ years",14.57,"Silent",18.4047711390636
"Finland",1987,"male","55-74 years",59.1,"G.I. Generation",23.8284993949173
"Finland",1989,"male","15-24 years",50.39,"Generation X",10.5607452667814
"Finland",1989,"female","25-34 years",10.67,"Boomers",14.7895159491412
"Finland",1990,"female","25-34 years",12.88,"Boomers",14.7895159491412
"Finland",1990,"female","5-14 years",0,"Generation X",10.5607452667814
"Finland",1991,"female","35-54 years",18.64,"Boomers",14.7895159491412
"Finland",1991,"female","55-74 years",16.27,"Silent",18.4047711390636
"Finland",1991,"female","25-34 years",10.52,"Boomers",14.7895159491412
"Finland",1992,"female","35-54 years",18.07,"Boomers",14.7895159491412
"Finland",1992,"female","15-24 years",8.31,"Generation X",10.5607452667814
"Finland",1993,"female","5-14 years",0.32,"Millenials",5.34215896064196
"Finland",1994,"male","75+ years",60.23,"G.I. Generation",23.8284993949173
"Finland",1994,"male","55-74 years",47.53,"Silent",18.4047711390636
"Finland",1994,"female","25-34 years",10.69,"Boomers",14.7895159491412
"Finland",1996,"male","25-34 years",49.82,"Generation X",10.5607452667814
"Finland",1998,"male","15-24 years",29.47,"Generation X",10.5607452667814
"Finland",1998,"female","15-24 years",7.86,"Generation X",10.5607452667814
"Finland",1999,"male","25-34 years",48.92,"Generation X",10.5607452667814
"Finland",1999,"male","15-24 years",36.26,"Generation X",10.5607452667814
"Finland",2002,"male","75+ years",50.29,"Silent",18.4047711390636
"Finland",2002,"male","25-34 years",37.65,"Generation X",10.5607452667814
"Finland",2003,"female","55-74 years",12.58,"Silent",18.4047711390636
"Finland",2003,"female","75+ years",8.99,"Silent",18.4047711390636
"Finland",2003,"male","5-14 years",1.53,"Millenials",5.34215896064196
"Finland",2004,"male","15-24 years",33.06,"Millenials",5.34215896064196
"Finland",2005,"male","55-74 years",35.27,"Silent",18.4047711390636
"Finland",2005,"male","15-24 years",20.36,"Millenials",5.34215896064196
"Finland",2006,"female","75+ years",9.13,"Silent",18.4047711390636
"Finland",2007,"male","25-34 years",30.18,"Generation X",10.5607452667814
"Finland",2008,"male","75+ years",31.72,"Silent",18.4047711390636
"Finland",2009,"male","35-54 years",40.43,"Boomers",14.7895159491412
"Finland",2009,"female","25-34 years",12.12,"Generation X",10.5607452667814
"Finland",2010,"female","55-74 years",10.41,"Silent",18.4047711390636
"Finland",2011,"female","5-14 years",0,"Generation Z",0.635578544061303
"Finland",2013,"female","75+ years",5.88,"Silent",18.4047711390636
"Finland",2014,"female","35-54 years",8.73,"Generation X",10.5607452667814
"Finland",2015,"male","15-24 years",17.77,"Millenials",5.34215896064196
"France",1985,"female","75+ years",27.52,"G.I. Generation",23.8284993949173
"France",1986,"male","75+ years",121.32,"G.I. Generation",23.8284993949173
"France",1987,"male","75+ years",113.4,"G.I. Generation",23.8284993949173
"France",1990,"female","35-54 years",13.67,"Silent",18.4047711390636
"France",1991,"female","75+ years",25.58,"G.I. Generation",23.8284993949173
"France",1991,"female","35-54 years",14.48,"Boomers",14.7895159491412
"France",1991,"female","5-14 years",0.11,"Millenials",5.34215896064196
"France",1992,"male","5-14 years",0.51,"Millenials",5.34215896064196
"France",1993,"male","25-34 years",33.66,"Boomers",14.7895159491412
"France",1995,"female","75+ years",21.57,"G.I. Generation",23.8284993949173
"France",1995,"female","25-34 years",8.61,"Generation X",10.5607452667814
"France",1996,"male","35-54 years",39.78,"Boomers",14.7895159491412
"France",1996,"male","15-24 years",12.85,"Generation X",10.5607452667814
"France",1996,"female","5-14 years",0.06,"Millenials",5.34215896064196
"France",1997,"male","55-74 years",36.45,"Silent",18.4047711390636
"France",1998,"female","25-34 years",7.31,"Generation X",10.5607452667814
"France",1998,"female","5-14 years",0.24,"Millenials",5.34215896064196
"France",2000,"male","25-34 years",26.05,"Generation X",10.5607452667814
"France",2000,"female","15-24 years",3.64,"Generation X",10.5607452667814
"France",2000,"male","5-14 years",0.92,"Millenials",5.34215896064196
"France",2001,"male","75+ years",76.06,"Silent",18.4047711390636
"France",2001,"male","15-24 years",11.1,"Millenials",5.34215896064196
"France",2002,"male","15-24 years",11.89,"Millenials",5.34215896064196
"France",2002,"female","15-24 years",3.14,"Millenials",5.34215896064196
"France",2003,"female","35-54 years",13.46,"Boomers",14.7895159491412
"France",2004,"female","25-34 years",6.74,"Generation X",10.5607452667814
"France",2005,"male","55-74 years",33.95,"Silent",18.4047711390636
"France",2005,"female","15-24 years",3.3,"Millenials",5.34215896064196
"France",2006,"female","55-74 years",13.55,"Silent",18.4047711390636
"France",2007,"male","35-54 years",36.24,"Boomers",14.7895159491412
"France",2007,"male","15-24 years",9.93,"Millenials",5.34215896064196
"France",2007,"male","5-14 years",0.41,"Generation Z",0.635578544061303
"France",2008,"female","25-34 years",5.36,"Generation X",10.5607452667814
"France",2008,"female","15-24 years",2.79,"Millenials",5.34215896064196
"France",2009,"female","75+ years",13.3,"Silent",18.4047711390636
"France",2009,"female","15-24 years",3.17,"Millenials",5.34215896064196
"France",2012,"male","15-24 years",9.2,"Millenials",5.34215896064196
"France",2013,"male","55-74 years",30.69,"Boomers",14.7895159491412
"Georgia",1990,"male","35-54 years",7.14,"Silent",18.4047711390636
"Georgia",1991,"female","15-24 years",0.96,"Generation X",10.5607452667814
"Georgia",1992,"male","25-34 years",6.34,"Boomers",14.7895159491412
"Georgia",1995,"male","25-34 years",5.2,"Generation X",10.5607452667814
"Georgia",1995,"male","5-14 years",0.26,"Millenials",5.34215896064196
"Georgia",1995,"female","5-14 years",0,"Millenials",5.34215896064196
"Georgia",1996,"male","15-24 years",2.49,"Generation X",10.5607452667814
"Georgia",1997,"male","55-74 years",14.47,"Silent",18.4047711390636
"Georgia",1998,"male","75+ years",10.93,"G.I. Generation",23.8284993949173
"Georgia",1999,"male","55-74 years",15.32,"Silent",18.4047711390636
"Georgia",2000,"male","25-34 years",4.97,"Generation X",10.5607452667814
"Georgia",2000,"female","75+ years",4.83,"G.I. Generation",23.8284993949173
"Georgia",2001,"female","75+ years",5.63,"Silent",18.4047711390636
"Georgia",2001,"female","15-24 years",0,"Millenials",5.34215896064196
"Georgia",2004,"male","35-54 years",10.1,"Boomers",14.7895159491412
"Georgia",2004,"female","15-24 years",1.16,"Millenials",5.34215896064196
"Georgia",2006,"male","55-74 years",4.78,"Silent",18.4047711390636
"Georgia",2006,"male","35-54 years",3.13,"Boomers",14.7895159491412
"Georgia",2006,"male","15-24 years",1.91,"Millenials",5.34215896064196
"Georgia",2006,"female","35-54 years",0.15,"Boomers",14.7895159491412
"Georgia",2007,"male","75+ years",11.98,"Silent",18.4047711390636
"Georgia",2007,"male","55-74 years",7.12,"Silent",18.4047711390636
"Georgia",2009,"male","15-24 years",5.55,"Millenials",5.34215896064196
"Georgia",2009,"female","15-24 years",1.14,"Millenials",5.34215896064196
"Georgia",2009,"male","5-14 years",1.14,"Generation Z",0.635578544061303
"Georgia",2009,"female","25-34 years",0.61,"Generation X",10.5607452667814
"Georgia",2010,"female","75+ years",2.76,"Silent",18.4047711390636
"Georgia",2010,"female","55-74 years",1.29,"Silent",18.4047711390636
"Georgia",2010,"female","35-54 years",0.76,"Generation X",10.5607452667814
"Georgia",2011,"female","25-34 years",0.59,"Millenials",5.34215896064196
"Georgia",2013,"female","75+ years",1.99,"Silent",18.4047711390636
"Georgia",2013,"male","5-14 years",0.8,"Generation Z",0.635578544061303
"Georgia",2014,"female","15-24 years",1.99,"Millenials",5.34215896064196
"Germany",1991,"male","55-74 years",35.73,"Silent",18.4047711390636
"Germany",1991,"male","25-34 years",22,"Boomers",14.7895159491412
"Germany",1993,"male","75+ years",85.29,"G.I. Generation",23.8284993949173
"Germany",1993,"female","15-24 years",3.31,"Generation X",10.5607452667814
"Germany",1994,"female","5-14 years",0.39,"Millenials",5.34215896064196
"Germany",1996,"female","15-24 years",3.54,"Generation X",10.5607452667814
"Germany",1997,"male","25-34 years",19.25,"Generation X",10.5607452667814
"Germany",1998,"female","25-34 years",4.74,"Generation X",10.5607452667814
"Germany",1999,"male","35-54 years",24.02,"Boomers",14.7895159491412
"Germany",1999,"female","35-54 years",7.63,"Boomers",14.7895159491412
"Germany",1999,"male","5-14 years",0.56,"Millenials",5.34215896064196
"Germany",1999,"female","5-14 years",0.21,"Millenials",5.34215896064196
"Germany",2000,"female","75+ years",16.96,"G.I. Generation",23.8284993949173
"Germany",2001,"male","75+ years",60.99,"Silent",18.4047711390636
"Germany",2001,"male","25-34 years",16.84,"Generation X",10.5607452667814
"Germany",2001,"female","55-74 years",10.27,"Silent",18.4047711390636
"Germany",2002,"male","15-24 years",12.61,"Millenials",5.34215896064196
"Germany",2004,"female","25-34 years",3.6,"Generation X",10.5607452667814
"Germany",2005,"male","75+ years",52.12,"Silent",18.4047711390636
"Germany",2005,"male","55-74 years",25.37,"Silent",18.4047711390636
"Germany",2005,"female","35-54 years",6.62,"Boomers",14.7895159491412
"Germany",2006,"male","35-54 years",20.18,"Boomers",14.7895159491412
"Germany",2006,"female","35-54 years",6.55,"Boomers",14.7895159491412
"Germany",2007,"male","25-34 years",13.31,"Generation X",10.5607452667814
"Germany",2007,"female","35-54 years",5.86,"Boomers",14.7895159491412
"Germany",2008,"female","25-34 years",3.28,"Generation X",10.5607452667814
"Germany",2008,"female","15-24 years",2.81,"Millenials",5.34215896064196
"Germany",2008,"female","5-14 years",0.16,"Generation Z",0.635578544061303
"Germany",2009,"male","75+ years",46.5,"Silent",18.4047711390636
"Germany",2009,"male","55-74 years",24.46,"Silent",18.4047711390636
"Germany",2009,"male","25-34 years",12.97,"Generation X",10.5607452667814
"Germany",2010,"female","15-24 years",2.94,"Millenials",5.34215896064196
"Germany",2011,"female","35-54 years",6.21,"Generation X",10.5607452667814
"Germany",2011,"female","5-14 years",0.25,"Generation Z",0.635578544061303
"Germany",2012,"female","35-54 years",6.7,"Generation X",10.5607452667814
"Germany",2013,"male","25-34 years",14.6,"Millenials",5.34215896064196
"Germany",2013,"female","5-14 years",0.34,"Generation Z",0.635578544061303
"Germany",2015,"female","35-54 years",6.89,"Generation X",10.5607452667814
"Greece",1985,"male","35-54 years",6.57,"Silent",18.4047711390636
"Greece",1986,"male","75+ years",19.51,"G.I. Generation",23.8284993949173
"Greece",1986,"female","35-54 years",2.12,"Silent",18.4047711390636
"Greece",1987,"female","35-54 years",2.73,"Silent",18.4047711390636
"Greece",1988,"male","35-54 years",5.74,"Silent",18.4047711390636
"Greece",1989,"male","75+ years",15.36,"G.I. Generation",23.8284993949173
"Greece",1989,"male","35-54 years",6.36,"Silent",18.4047711390636
"Greece",1989,"female","25-34 years",2.26,"Boomers",14.7895159491412
"Greece",1990,"male","75+ years",17.78,"G.I. Generation",23.8284993949173
"Greece",1990,"female","55-74 years",2.29,"G.I. Generation",23.8284993949173
"Greece",1990,"female","15-24 years",1.06,"Generation X",10.5607452667814
"Greece",1993,"male","25-34 years",6.46,"Boomers",14.7895159491412
"Greece",1998,"female","55-74 years",3.02,"Silent",18.4047711390636
"Greece",1999,"female","25-34 years",1.94,"Generation X",10.5607452667814
"Greece",2000,"female","35-54 years",1.69,"Boomers",14.7895159491412
"Greece",2000,"female","15-24 years",1.33,"Generation X",10.5607452667814
"Greece",2001,"female","35-54 years",1.27,"Boomers",14.7895159491412
"Greece",2003,"male","15-24 years",3.2,"Millenials",5.34215896064196
"Greece",2006,"male","35-54 years",7.15,"Boomers",14.7895159491412
"Greece",2007,"female","5-14 years",0,"Generation Z",0.635578544061303
"Greece",2008,"male","15-24 years",2.34,"Millenials",5.34215896064196
"Greece",2009,"male","55-74 years",7,"Silent",18.4047711390636
